run_label,paper_model_label,condition,aegis_decision_ms
stubbed_10_run,stub_model,aegis_governed_mesh_agent,71.003
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.268
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.521
stubbed_10_run,stub_model,aegis_governed_mesh_agent,25.013
stubbed_10_run,stub_model,aegis_governed_mesh_agent,31.252
stubbed_10_run,stub_model,aegis_governed_mesh_agent,26.552
stubbed_10_run,stub_model,aegis_governed_mesh_agent,24.292
stubbed_10_run,stub_model,aegis_governed_mesh_agent,24.168
stubbed_10_run,stub_model,aegis_governed_mesh_agent,31.295
stubbed_10_run,stub_model,aegis_governed_mesh_agent,22.766
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.576
stubbed_10_run,stub_model,aegis_governed_mesh_agent,24.796
stubbed_10_run,stub_model,aegis_governed_mesh_agent,24.222
stubbed_10_run,stub_model,aegis_governed_mesh_agent,23.685
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.621
stubbed_10_run,stub_model,aegis_governed_mesh_agent,31.791
stubbed_10_run,stub_model,aegis_governed_mesh_agent,27.739
stubbed_10_run,stub_model,aegis_governed_mesh_agent,25.379
stubbed_10_run,stub_model,aegis_governed_mesh_agent,30.465
stubbed_10_run,stub_model,aegis_governed_mesh_agent,26.561
stubbed_10_run,stub_model,aegis_governed_mesh_agent,25.728
stubbed_10_run,stub_model,aegis_governed_mesh_agent,27.645
stubbed_10_run,stub_model,aegis_governed_mesh_agent,26.342
stubbed_10_run,stub_model,aegis_governed_mesh_agent,26.601
stubbed_10_run,stub_model,aegis_governed_mesh_agent,26.474
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.295
stubbed_10_run,stub_model,aegis_governed_mesh_agent,32.778
stubbed_10_run,stub_model,aegis_governed_mesh_agent,26.549
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.657
stubbed_10_run,stub_model,aegis_governed_mesh_agent,28.151
stubbed_10_run,stub_model,aegis_governed_mesh_agent,27.259
stubbed_10_run,stub_model,aegis_governed_mesh_agent,31.29
stubbed_10_run,stub_model,aegis_governed_mesh_agent,27.733
