run_label,paper_model_label,condition,aegis_decision_ms
gemma_10_run,open_model_a,aegis_governed_mesh_agent,237.897
gemma_10_run,open_model_a,aegis_governed_mesh_agent,32.244
gemma_10_run,open_model_a,aegis_governed_mesh_agent,29.324
gemma_10_run,open_model_a,aegis_governed_mesh_agent,31.253
gemma_10_run,open_model_a,aegis_governed_mesh_agent,31.887
gemma_10_run,open_model_a,aegis_governed_mesh_agent,23.95
gemma_10_run,open_model_a,aegis_governed_mesh_agent,27.74
gemma_10_run,open_model_a,aegis_governed_mesh_agent,21.936
gemma_10_run,open_model_a,aegis_governed_mesh_agent,26.656
gemma_10_run,open_model_a,aegis_governed_mesh_agent,27.001
gemma_10_run,open_model_a,aegis_governed_mesh_agent,21.989
gemma_10_run,open_model_a,aegis_governed_mesh_agent,29.832
gemma_10_run,open_model_a,aegis_governed_mesh_agent,29.329
gemma_10_run,open_model_a,aegis_governed_mesh_agent,40.298
gemma_10_run,open_model_a,aegis_governed_mesh_agent,24.192
gemma_10_run,open_model_a,aegis_governed_mesh_agent,26.093
gemma_10_run,open_model_a,aegis_governed_mesh_agent,23.15
gemma_10_run,open_model_a,aegis_governed_mesh_agent,28.06
gemma_10_run,open_model_a,aegis_governed_mesh_agent,25.852
gemma_10_run,open_model_a,aegis_governed_mesh_agent,25.691
gemma_10_run,open_model_a,aegis_governed_mesh_agent,25.241
gemma_10_run,open_model_a,aegis_governed_mesh_agent,29.042
gemma_10_run,open_model_a,aegis_governed_mesh_agent,24.145
gemma_10_run,open_model_a,aegis_governed_mesh_agent,22.652
gemma_10_run,open_model_a,aegis_governed_mesh_agent,29.63
gemma_10_run,open_model_a,aegis_governed_mesh_agent,27.249
gemma_10_run,open_model_a,aegis_governed_mesh_agent,25.612
gemma_10_run,open_model_a,aegis_governed_mesh_agent,22.887
gemma_10_run,open_model_a,aegis_governed_mesh_agent,24.474
gemma_10_run,open_model_a,aegis_governed_mesh_agent,23.068
gemma_10_run,open_model_a,aegis_governed_mesh_agent,24.967
gemma_10_run,open_model_a,aegis_governed_mesh_agent,23.875
