run_label,paper_model_label,condition,aegis_decision_ms
stubbed_one_run,stub_model,aegis_governed_mesh_agent,83.97
stubbed_one_run,stub_model,aegis_governed_mesh_agent,31.452
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.202
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.032
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.802
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.335
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.394
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.977
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.333
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.753
stubbed_one_run,stub_model,aegis_governed_mesh_agent,27.199
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.616
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.203
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.227
stubbed_one_run,stub_model,aegis_governed_mesh_agent,31.767
stubbed_one_run,stub_model,aegis_governed_mesh_agent,27.99
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.567
stubbed_one_run,stub_model,aegis_governed_mesh_agent,31.657
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.3
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.522
stubbed_one_run,stub_model,aegis_governed_mesh_agent,31.353
stubbed_one_run,stub_model,aegis_governed_mesh_agent,27.304
stubbed_one_run,stub_model,aegis_governed_mesh_agent,27.401
stubbed_one_run,stub_model,aegis_governed_mesh_agent,27.649
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.509
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.21
stubbed_one_run,stub_model,aegis_governed_mesh_agent,28.493
stubbed_one_run,stub_model,aegis_governed_mesh_agent,29.582
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.477
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.045
stubbed_one_run,stub_model,aegis_governed_mesh_agent,28.519
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.027
stubbed_one_run,stub_model,aegis_governed_mesh_agent,29.995
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.385
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.285
stubbed_one_run,stub_model,aegis_governed_mesh_agent,28.418
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.693
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.805
stubbed_one_run,stub_model,aegis_governed_mesh_agent,24.283
stubbed_one_run,stub_model,aegis_governed_mesh_agent,26.51
stubbed_one_run,stub_model,aegis_governed_mesh_agent,25.016
stubbed_one_run,stub_model,aegis_governed_mesh_agent,28.056
